,text,polarity
9647,as soon as i call customer service to speak to a representative i am disconnected,negative
9648,have been trying to call customer service since pm after an hour was disconnected spoke to no one,negative
9649,give us no information and an attitude,neutral
9650,looking for some help to recover an item i left on an airplane this evening,positive
9651,attendants at the gate enjoyed watching the other flight to our destination take off before having a horrible attendant give us,negative
9652,now has stranded is in miami without updating any of the departure boards and once they cancelled the flight there was no,negative
9653,you are absolutely terrible at managing these delays been delayed and undelayed and delayedtimes nowam office hours,negative
9654,have the most rude unreliable horrible company with equally rude unreliable and horrible employees stay tuned,negative
9655,phl why does it take an hour to offload bags especially after takingmin to get a jetway to get off plane after landing,neutral
9656,flightphilly gt mia bwahahaha delayedhrs were in the airmins then turned back around usairwaysfail,positive
9657,im tired of paying for luggage amp less than stellar customer servicenotafanofyourmerger,negative
9658,have you heard about the debacle at dca what is happening with our new orleans flight wewanttoknow,negative
9659,i think its a little weak sauce you have zero inflight entertainment for ahour flight from salt lake to philadelphia,negative
9660,we flew out through and into good weather when we landedanother technical issue with gate improve service or lose customers,neutral
9661,is stranding your customers not rebooking them and then not answering the phone the way you treat platinum members,neutral
9662,i made a reservation online but i didnt receive any confirmation email my bank said the transaction went through can u help,negative
9663,this is the worst flying experience of my life flight scheduled for departure at pm from phlhrs later guess where i am,neutral
9664,have you issued a memphis travel advisory for tomorrow winter weather coming through now,neutral
9665,any update on this flightits more than three hours delayed thank you,positive
9666,you should partner w a different hotel in phl the clarion is proving to be very difficult amp not customer friendly,negative
9667,truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight,negative
9668,you kind of screwed my day up at least it was outbound but you did save it by stranding me in a,negative
9669,nightmare trying to get to costa rica from phl today stuck in miami and no one answers atnumber,negative
9670,ummmm i think us airs computers for hoursmy flight ishours late,negative
9671,comedy of errors continues we cant get into our gate there is a broken down truck in the way fail,negative
9672,instructions say to call im just doing what it said to do,neutral
9673,since i am a loyal usair customer i am sure that they will make this up to meright now i want to get home amp back to work,positive
9674,the fact we did not get notified hindered our ability to look for alternate flights before they were snapped up,neutral
